SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnelle,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note totalite
15902955,,,,,,,en informatique honnêtement il y a tellement de possibilités avec de meilleurs salaires c est donc difficile à conseiller,0.8831749,en informatique honnêtement il y a tellement de possibilités avec de meilleurs salaires c est donc difficile à conseiller,0.8831749
15903377,,,,,,,salaire pas attractif aucune perspective de promotion manque de respect des étudiants,0.62191075,salaire pas attractif aucune perspective de promotion manque de respect des étudiants,0.62191075
15903383,,,,,,,la charge administrative est important et non comptabilisée l enseignement pas la gestion des activités pédagogique n est pas valoriser dans la carrière il y a des pays qui demande des actions concrètes de pédagogie pour pouvoir passer prof,0.59813696,la charge administrative est important et non comptabilisée l enseignement pas la gestion des activités pédagogique n est pas valoriser dans la carrière il y a des pays qui demande des actions concrètes de pédagogie pour pouvoir passer prof,0.59813696
15903420,,,,,,,un métier créatif qui peut se réaliser avec beaucoup d autonomie et peu de contraintes externes relativement à d autres jobs à même niveau de diplôme,0.35505727,un métier créatif qui peut se réaliser avec beaucoup d autonomie et peu de contraintes externes relativement à d autres jobs à même niveau de diplôme,0.35505727
15903423,,,,,,,la liberté de travailler sur les problèmes que l on choisit soi même le contact permanent avec des personnes instruites et la satisfaction d aider des jeunes gens dans leur future carrière etc etc le métier idéal,0.76846427,la liberté de travailler sur les problèmes que l on choisit soi même le contact permanent avec des personnes instruites et la satisfaction d aider des jeunes gens dans leur future carrière etc etc le métier idéal,0.76846427
15904444,,,,,,,l incertitude sur la pérennisation d un poste est telle que le niveau d engagement d un e jeune diplômé e post doc à l étranger éventuellement plusieurs post docs doit être tel que le confort personnel possibilité de s installer durablement dans une ville dans une vie personnel paraît complexe le taux de pression dans les concours mcf est tel que certains très bons profils sont laissés de côté de sorte que la seule qualité scientifiquepédagogique ne suffit pas cela rend l entrée dans la carrière mcfpr sujette à beaucoup d aléas qui ne seront pas aussi prégnants en démarrant dans l industrie par contre il faut reconnaître que le métier reste attractif par la liberté encore laissée sur le choix des thématiques de recherche etou les personnes avec lesquelles on veut collaborer,0.6208589,l incertitude sur la pérennisation d un poste est telle que le niveau d engagement d un e jeune diplômé e post doc à l étranger éventuellement plusieurs post docs doit être tel que le confort personnel possibilité de s installer durablement dans une ville dans une vie personnel paraît complexe le taux de pression dans les concours mcf est tel que certains très bons profils sont laissés de côté de sorte que la seule qualité scientifiquepédagogique ne suffit pas cela rend l entrée dans la carrière mcfpr sujette à beaucoup d aléas qui ne seront pas aussi prégnants en démarrant dans l industrie par contre il faut reconnaître que le métier reste attractif par la liberté encore laissée sur le choix des thématiques de recherche etou les personnes avec lesquelles on veut collaborer,0.6208589
15904821,,,,,,,un beau métier très dégradé depuis de trop longues années je le conseille encore mais en mettant carte sur table sur les avantagesinconvénients,0.6851676,un beau métier très dégradé depuis de trop longues années je le conseille encore mais en mettant carte sur table sur les avantagesinconvénients,0.6851676
15906238,,,,,,,je ne suis plus candidat à la ripec suite aux attributions effectuées de manière arbitraire une procédure opaque sans aucun compte rendu avec des avis locaux en flagrante contradiction avec d autres avis nationaux d autres adjectifs me viennent je vous en fais grâce ps je n ai pas su répondre ouinon aux questions de la page précédente sur une échelle,0.84945536,je ne suis plus candidat à la ripec suite aux attributions effectuées de manière arbitraire une procédure opaque sans aucun compte rendu avec des avis locaux en flagrante contradiction avec d autres avis nationaux d autres adjectifs me viennent je vous en fais grâce ps je n ai pas su répondre ouinon aux questions de la page précédente sur une échelle,0.84945536
15907544,,,,,,,je n ai pas demandé la ripec,0.18662609,je n ai pas demandé la ripec,0.18662609
15915153,,,,,,,il y a beaucoup de bons côtés dans ce métier l enseignement la liberté dans la conduite de sa recherche cela reste un travail gratifiant mais dans un domaine évoluant très rapidement le temps disponible pour la veille scientifique et la mise à jour de ses compétences est trop restreint et trop morcelé il faudrait que cela soit davantage reconnu et encouragé financement de formations par exemple comme cela se fait dans le privé je trouve également que les dossiers de demande de primes sont trop chronophages et donc je ne les dépose pas car il y a toujours d autres choses urgentes et surtout plus intéressantes à faire personnellement l argent ne m intéresse pas je préférerais avoir plus de temps à consacrer à la recherche et un meilleur soutien administratif cet argent pourrait être consacré à des recrutements qui rendraient notre quotidien plus facile,0.15582016,il y a beaucoup de bons côtés dans ce métier l enseignement la liberté dans la conduite de sa recherche cela reste un travail gratifiant mais dans un domaine évoluant très rapidement le temps disponible pour la veille scientifique et la mise à jour de ses compétences est trop restreint et trop morcelé il faudrait que cela soit davantage reconnu et encouragé financement de formations par exemple comme cela se fait dans le privé je trouve également que les dossiers de demande de primes sont trop chronophages et donc je ne les dépose pas car il y a toujours d autres choses urgentes et surtout plus intéressantes à faire personnellement l argent ne m intéresse pas je préférerais avoir plus de temps à consacrer à la recherche et un meilleur soutien administratif cet argent pourrait être consacré à des recrutements qui rendraient notre quotidien plus facile,0.15582016
15924183,,,,,,,trop peu rémunéré pour le temps passé trop peu de temps finalement pour le coeur de métier enseignant chercheur trop de tâches administratives pédagogiques,0.049811404,trop peu rémunéré pour le temps passé trop peu de temps finalement pour le coeur de métier enseignant chercheur trop de tâches administratives pédagogiques,0.049811404
15924419,,,,,,,pour l aspect ripec notre établissement a une politique anti prime ce qui veut dire que même des collègues évalués avec aaa par le cnu n ont pas cette prime c est peut être le retour er année mais faut juste que l établissement change un peu sa politique,0.9640822,pour l aspect ripec notre établissement a une politique anti prime ce qui veut dire que même des collègues évalués avec aaa par le cnu n ont pas cette prime c est peut être le retour er année mais faut juste que l établissement change un peu sa politique,0.9640822
15924606,,,,,,,la sous dotation et le manque d attractivité d une petite université comme limoges expliquent en partie mes réponses il est par exemple difficile de refuser d assumer certaines charges administratives ce qui handicape les jeunes ec en début de carrière et limite leur accès aux grands réseaux de recherche,0.095201924,la sous dotation et le manque d attractivité d une petite université comme limoges expliquent en partie mes réponses il est par exemple difficile de refuser d assumer certaines charges administratives ce qui handicape les jeunes ec en début de carrière et limite leur accès aux grands réseaux de recherche,0.095201924
15926339,,,,,,,au delà des charges administratives c est l environnement de travail qui s est globalement dégradé manque récurent d enseignants en particulier dans cette période post covid et la baisse du niveau des étudiants associée de nombreuses tâches annexes non sont maintenant allouées notamment pour alléger le travail des équipes techniques et administratives manque de bourses de thèse hors projet de recherche etc la recherche de financement est aussi devenu un problème nous consacrons un temps trop important à monter des projets qui pour être acceptés ont nécessairement déjà été partiellement réalisés sinon il n est pas possible de rédiger un projet suffisamment détaillé pour être accepté ce temps passé avec les taux d acceptation que l on connait ainsi que le temps d évaluation de ces projets et donc l argent que cela coute pourrait être mieux utilisé je ne découragerais pas un ou une jeune chercheuse d intégrer la recherche académique mais je pense en revanche qu il est important qu il ou elle connaisse les conditions réelles d exercice car la part d enseignementd admistrationtâches annexes est bien plus importante que ce qu ils ou elles peuvent imaginer,0.29308122,au delà des charges administratives c est l environnement de travail qui s est globalement dégradé manque récurent d enseignants en particulier dans cette période post covid et la baisse du niveau des étudiants associée de nombreuses tâches annexes non sont maintenant allouées notamment pour alléger le travail des équipes techniques et administratives manque de bourses de thèse hors projet de recherche etc la recherche de financement est aussi devenu un problème nous consacrons un temps trop important à monter des projets qui pour être acceptés ont nécessairement déjà été partiellement réalisés sinon il n est pas possible de rédiger un projet suffisamment détaillé pour être accepté ce temps passé avec les taux d acceptation que l on connait ainsi que le temps d évaluation de ces projets et donc l argent que cela coute pourrait être mieux utilisé je ne découragerais pas un ou une jeune chercheuse d intégrer la recherche académique mais je pense en revanche qu il est important qu il ou elle connaisse les conditions réelles d exercice car la part d enseignementd admistrationtâches annexes est bien plus importante que ce qu ils ou elles peuvent imaginer,0.29308122
15926997,,,,,,,je suis toujours très heureuse de faire ce métier mais sur la longueur j entrevois que cela peut être épuisant les charges d enseignement et administratives sont très conséquentes si on veut les mener à bien et encore je me sens privilégiée à l insa pour que la recherche n en pâtisse pas il faut un rythme très soutenu que je ne pense pas arriver à tenir sur la longueur les délégations et crct me paraissent être de bonnes solutions temporaires mais peu viables sur le long terme je commence déjà à être frustrée de ne pas réussir à faire autant de recherche que je le souhaiterai le manque de reconnaissance salariale surtout en début de carrière est un très gros frein au recrutement de bons candidats qui préfèrent partir dans l industrie,0.369211,je suis toujours très heureuse de faire ce métier mais sur la longueur j entrevois que cela peut être épuisant les charges d enseignement et administratives sont très conséquentes si on veut les mener à bien et encore je me sens privilégiée à l insa pour que la recherche n en pâtisse pas il faut un rythme très soutenu que je ne pense pas arriver à tenir sur la longueur les délégations et crct me paraissent être de bonnes solutions temporaires mais peu viables sur le long terme je commence déjà à être frustrée de ne pas réussir à faire autant de recherche que je le souhaiterai le manque de reconnaissance salariale surtout en début de carrière est un très gros frein au recrutement de bons candidats qui préfèrent partir dans l industrie,0.369211
15927775,,,,,,,c est un enfer j ai fait années d études partis a l étranger plus de ans dans le cadre des études et du doctorat pour finalement faire plus d heures que tout mes amis arrêter avant en terme d étude être moins payé et surtout devoir lutter et me donner à encore pour avoir ne serais que la chance d avoir un cdi honnêtement plus je pense à la thèse plus je me dit que ca a été la plus grosse erreur de ma vie je me suis bouché des voies ou alors il faudrait travailler a l étranger je ne voit pas une seule raison qui me ferais conseiller ce métier a un amis,0.06524821,c est un enfer j ai fait années d études partis a l étranger plus de ans dans le cadre des études et du doctorat pour finalement faire plus d heures que tout mes amis arrêter avant en terme d étude être moins payé et surtout devoir lutter et me donner à encore pour avoir ne serais que la chance d avoir un cdi honnêtement plus je pense à la thèse plus je me dit que ca a été la plus grosse erreur de ma vie je me suis bouché des voies ou alors il faudrait travailler a l étranger je ne voit pas une seule raison qui me ferais conseiller ce métier a un amis,0.06524821
15927798,,,,,,,il manque la possibilité sur la partie administrative de parler du passé j ai été vp cevu appelé cfvu aujourd hui puis directeur de site d iut puis chef de département fois tout de suite je n ai plus de responsabilités mais il est indéniable que tout cela a un impact sur mon exercice du métier et ma vision de ce dernier,0.772688,il manque la possibilité sur la partie administrative de parler du passé j ai été vp cevu appelé cfvu aujourd hui puis directeur de site d iut puis chef de département fois tout de suite je n ai plus de responsabilités mais il est indéniable que tout cela a un impact sur mon exercice du métier et ma vision de ce dernier,0.772688
15931752,,,,,,,de plus en plus au fil des années le système occasionne des charges croissantes en administration pour le financement de la recherche incite à faire cavalier seul plutôt que de travailler en équipe incite à faire de la recherche à et à de désintéresser des autres tâches heureusement un certain nombre de collègues y compris des jeunes ont une vraie conscience professionnelle et travaillent sur tous les aspects de leur métier parfois au détriment de leur avancement rapide le ratio enseignementrechercheadministration devrait pouvoir changer au fil des années plus facilement qu il ne le fait il est bien plus facile de passer d une dominante recherche à une dominante administration ou enseignement que l inverse,0.3849793,de plus en plus au fil des années le système occasionne des charges croissantes en administration pour le financement de la recherche incite à faire cavalier seul plutôt que de travailler en équipe incite à faire de la recherche à et à de désintéresser des autres tâches heureusement un certain nombre de collègues y compris des jeunes ont une vraie conscience professionnelle et travaillent sur tous les aspects de leur métier parfois au détriment de leur avancement rapide le ratio enseignementrechercheadministration devrait pouvoir changer au fil des années plus facilement qu il ne le fait il est bien plus facile de passer d une dominante recherche à une dominante administration ou enseignement que l inverse,0.3849793
15935298,,,,,,,la recherche basée uniquement sur des appels à projets nuit à l implication dans des thèmes qui ne sont pas porteurs ou valorisables à court terme le monde de la recherche en informatique à bien changé d ailleurs nous n avons presque plus aucun candidat d origine française en thèse en raison de la faible considération du métier et de la faible rémunération enfin l évaluation basée uniquement sur le ranking et non sur la valeur scientifique réelle des articles est très discutable,0.87400836,la recherche basée uniquement sur des appels à projets nuit à l implication dans des thèmes qui ne sont pas porteurs ou valorisables à court terme le monde de la recherche en informatique à bien changé d ailleurs nous n avons presque plus aucun candidat d origine française en thèse en raison de la faible considération du métier et de la faible rémunération enfin l évaluation basée uniquement sur le ranking et non sur la valeur scientifique réelle des articles est très discutable,0.87400836
15936508,,,,,,,je suis en poste depuis peu de temps ans mais les conditions se sont dégradées depuis ma prise de poste et semble continuer à se dégrader il est attendu de nous de prendre en charge de plus en plus de tâches administratives d encadrement et d évaluation d étudiants de façon complètement bénévole puisque ces tâches ne sont pas ou très peu prises en compte dans le service,0.2625471,je suis en poste depuis peu de temps ans mais les conditions se sont dégradées depuis ma prise de poste et semble continuer à se dégrader il est attendu de nous de prendre en charge de plus en plus de tâches administratives d encadrement et d évaluation d étudiants de façon complètement bénévole puisque ces tâches ne sont pas ou très peu prises en compte dans le service,0.2625471
15936806,,,,,,,le repyramidage pr produit un biais on nous dit que puisqu il existe cette procédure ce n est pas la peine de flêcher des concours pr standard pour de la promotion pr locale sauf que cette procédure n est pas activée tous les ans selon les sections les comités de sélection sont biaisés les conflits d intérêt y sont légion on trouve insultant de se faire doubler sur des postes pr par des mc à hdr récente qui brillent plus par la comm et le copinage que par une réelle expertise nos seuils d acceptabilité de cette situation certains élus sont promus d autres peuvent toujours sur travailler en vain sont dépassés,0.712619,le repyramidage pr produit un biais on nous dit que puisqu il existe cette procédure ce n est pas la peine de flêcher des concours pr standard pour de la promotion pr locale sauf que cette procédure n est pas activée tous les ans selon les sections les comités de sélection sont biaisés les conflits d intérêt y sont légion on trouve insultant de se faire doubler sur des postes pr par des mc à hdr récente qui brillent plus par la comm et le copinage que par une réelle expertise nos seuils d acceptabilité de cette situation certains élus sont promus d autres peuvent toujours sur travailler en vain sont dépassés,0.712619
15937183,,,,,,,reste à créer les postes de mcf qui nous manquent et non des postes contractuels ou non statutaire,0.32653385,reste à créer les postes de mcf qui nous manquent et non des postes contractuels ou non statutaire,0.32653385
15937191,,,,,,,la répartition enseignementrechercheadministration dépend des objectifs et des périodes de la vie pour le conseiller à un docteur cela dépend du profil de l étudiant et de ses objectifs de vie,0.64313036,la répartition enseignementrechercheadministration dépend des objectifs et des périodes de la vie pour le conseiller à un docteur cela dépend du profil de l étudiant et de ses objectifs de vie,0.64313036
15937265,,,,,,,j aime toujours ce métier pour la variété qu il offre mais les conditions d exercice se durcissent et la liberté disparait petit à petit remplacée par des contraintes contraintes qui ne se portent que sur ceux qui font des actions ceux qui ne font rien ne sont pas inquiétés et finalement ont la belle vie je suis franc avec les futurs docteurs ou même candidats de thèse sur les points positifs et négatifs d une carrière académique,0.25927842,j aime toujours ce métier pour la variété qu il offre mais les conditions d exercice se durcissent et la liberté disparait petit à petit remplacée par des contraintes contraintes qui ne se portent que sur ceux qui font des actions ceux qui ne font rien ne sont pas inquiétés et finalement ont la belle vie je suis franc avec les futurs docteurs ou même candidats de thèse sur les points positifs et négatifs d une carrière académique,0.25927842
15937432,,,,,,,ratio change dans le temps au départ beaucoup de recherche et peu d administratif métier toujours intéressant car très varié et beaucoup d autonomie plus difficile pour les jeunes qui sont dans de moins bonnes conditions que nous n en avions,0.49355757,ratio change dans le temps au départ beaucoup de recherche et peu d administratif métier toujours intéressant car très varié et beaucoup d autonomie plus difficile pour les jeunes qui sont dans de moins bonnes conditions que nous n en avions,0.49355757
15938229,,,,,,,le système d enseignement supérieur et de la recherche publique ne donnent pas envie de continuer dans ce métier les perspectives sont sombres les contraintes du métier sont nombreuses e g mobilité avantentre les postes qui a un impact négatif sur la vie familiale surtout celle des femmes j ai l impression de passer ma vie à rédiger des projets ou des dossiers pour chaque primeavancementdélégationmutation la recherche devient une toute petite partie d activité pour un enseignant chercheur qui ne néglige pas ses obligations pédagogiques les collègues font le stricte minimum qui ne tiennent pas compte des étudiants etou refusent des responsabilités on les connaît tous hein donc la carrière académique c est un parcours de combattant afin d obtenir un holy grail le poste qui en réalité ne répond pas à la fiche alors il est difficile de conseiller ce métier au doctorants mais ils font la même conclusion tout seuls,0.8154346,le système d enseignement supérieur et de la recherche publique ne donnent pas envie de continuer dans ce métier les perspectives sont sombres les contraintes du métier sont nombreuses e g mobilité avantentre les postes qui a un impact négatif sur la vie familiale surtout celle des femmes j ai l impression de passer ma vie à rédiger des projets ou des dossiers pour chaque primeavancementdélégationmutation la recherche devient une toute petite partie d activité pour un enseignant chercheur qui ne néglige pas ses obligations pédagogiques les collègues font le stricte minimum qui ne tiennent pas compte des étudiants etou refusent des responsabilités on les connaît tous hein donc la carrière académique c est un parcours de combattant afin d obtenir un holy grail le poste qui en réalité ne répond pas à la fiche alors il est difficile de conseiller ce métier au doctorants mais ils font la même conclusion tout seuls,0.8154346
15939307,,,,,,,de nombreuses tâches administratives freinent l investissement conséquent en matière d enseignement et de recherche,0.55737036,de nombreuses tâches administratives freinent l investissement conséquent en matière d enseignement et de recherche,0.55737036
15939937,,,,,,,aucune reconnaissance de l investissement en enseignement aussi bien en local qu au cnu salaire très inférieure au marché actuel et sans réel avantage,0.35373178,aucune reconnaissance de l investissement en enseignement aussi bien en local qu au cnu salaire très inférieure au marché actuel et sans réel avantage,0.35373178
15941390,,,,,,,je pense que c est un metier qui laisse encore de la liberté et du choix des activités mais la lourdeur administrative commence à peser parfois j ai l impression que l administration qui ne cesse pas d être créée nous produit plus de problèmes additionnels plutôt que de résoudre les problèmes existants exemple nous avons dû nous battre pour garder des créneaux de h pour les cours de master l administration voulait les remplacer par des créneaux de h pour que ca soit pareil qu en licence à cause des emplois du temps qui devenaient plus compliqués le compromis final a été de laisser faire l emploi du temps en master par un ec il y a un certains nombre de taches qui devraient être assurées bien par l administration mais ce n est pas le cas,0.34846228,je pense que c est un metier qui laisse encore de la liberté et du choix des activités mais la lourdeur administrative commence à peser parfois j ai l impression que l administration qui ne cesse pas d être créée nous produit plus de problèmes additionnels plutôt que de résoudre les problèmes existants exemple nous avons dû nous battre pour garder des créneaux de h pour les cours de master l administration voulait les remplacer par des créneaux de h pour que ca soit pareil qu en licence à cause des emplois du temps qui devenaient plus compliqués le compromis final a été de laisser faire l emploi du temps en master par un ec il y a un certains nombre de taches qui devraient être assurées bien par l administration mais ce n est pas le cas,0.34846228
15941476,,,,,,,conditions de travail dégradées salles d enseignement et amphis mal équipés heures complémentaires d enseignement difficiles à éviter pas assez de moyens pour faire de la recherche correctement,0.27775297,conditions de travail dégradées salles d enseignement et amphis mal équipés heures complémentaires d enseignement difficiles à éviter pas assez de moyens pour faire de la recherche correctement,0.27775297
15942013,,,,,,,pression gigantesque de tous bords aucune reconnaissance de la société,0.8932878,pression gigantesque de tous bords aucune reconnaissance de la société,0.8932878
15942243,,,,,,,malgré les revalorisations les salaires restent peu attractifs et les fonctionnaires se raréfient au profit des cdd la recherche est guidée par le court terme et les besoins des entreprises qui sont financées par des fonds publics et le manque de personnel conduit à des taux d encadrement désastreux alors que l on nous demande de plus en plus de choses nous sommes devenus des personnes à tout faire difficile de dire à un jeune qu il va d épanouir,0.693524,malgré les revalorisations les salaires restent peu attractifs et les fonctionnaires se raréfient au profit des cdd la recherche est guidée par le court terme et les besoins des entreprises qui sont financées par des fonds publics et le manque de personnel conduit à des taux d encadrement désastreux alors que l on nous demande de plus en plus de choses nous sommes devenus des personnes à tout faire difficile de dire à un jeune qu il va d épanouir,0.693524
15942735,,,,,,,le salaire et les contraintes me semblent être un frein pour attirer les jeunes l enseignement de plus en plus généraliste et basé sur des compétences demande un investissement important pas toujours reconnu mais reste passionnant je suis particulièrement inquiet sur la difficulté à trouver des doctorants,0.5220349,le salaire et les contraintes me semblent être un frein pour attirer les jeunes l enseignement de plus en plus généraliste et basé sur des compétences demande un investissement important pas toujours reconnu mais reste passionnant je suis particulièrement inquiet sur la difficulté à trouver des doctorants,0.5220349
15943285,,,,,,,ce métier rend précaire à la longue et décourage démotive tout investissement perso payé au lance pierres si on passe bcp de temps à faire de la recherche,0.4984579,ce métier rend précaire à la longue et décourage démotive tout investissement perso payé au lance pierres si on passe bcp de temps à faire de la recherche,0.4984579
15944002,,,,,,,vous oubliez utilisation de logiciel de gestion ose apogee ade etc plus stupides et chronophages les uns que les autres dégradation du niveau de vie salaires primes déconsidération du travail par l admin et la société française en général étudiants de plus en plus consommateurs instances universitaires csvu etc parasitées par des incompétents qui changent maquettes etc sans se rendre compte de la surcharge de travail qui cela implique méfiance croissante lors de vos remboursements de missions une organisation des universités qui devient une armée mexicaine et surtout je vois un nombre de plus en plus croissant de collègues qui ne font plus de recherche,0.2425179,vous oubliez utilisation de logiciel de gestion ose apogee ade etc plus stupides et chronophages les uns que les autres dégradation du niveau de vie salaires primes déconsidération du travail par l admin et la société française en général étudiants de plus en plus consommateurs instances universitaires csvu etc parasitées par des incompétents qui changent maquettes etc sans se rendre compte de la surcharge de travail qui cela implique méfiance croissante lors de vos remboursements de missions une organisation des universités qui devient une armée mexicaine et surtout je vois un nombre de plus en plus croissant de collègues qui ne font plus de recherche,0.2425179
15944653,,,,,,,salaires beaucoup trop bas au regard des compétences et responsabilités donc les doctorants nés en france ne souhaitent pas poursuivre une carrière d enseignant chercheur pour ma part je fais h de transports par jour la mentalité de certains collègues me dérange beaucoup si tu souhaites faire carrière il ne faut pas s intéresser aux étudiants ces mêmes gens n evaluent notre métier que par la recherche en marchant sur ceux qui font tourner les formations le passage pu devrait être possible pour tous,0.42556527,salaires beaucoup trop bas au regard des compétences et responsabilités donc les doctorants nés en france ne souhaitent pas poursuivre une carrière d enseignant chercheur pour ma part je fais h de transports par jour la mentalité de certains collègues me dérange beaucoup si tu souhaites faire carrière il ne faut pas s intéresser aux étudiants ces mêmes gens n evaluent notre métier que par la recherche en marchant sur ceux qui font tourner les formations le passage pu devrait être possible pour tous,0.42556527
15945980,,,,,,,il y a trop peu de personnel dans beaucoup de services département d enseignements services rh scolarités services financiers services techniques etc pour qu il soit aujourd hui possible de faire son travail correctement le système tient encore car beaucoup d entre nous se mettent en surcharge avec de plus en plus souvent des conséquences sur leur santé le point de rupture est proche,0.6329101,il y a trop peu de personnel dans beaucoup de services département d enseignements services rh scolarités services financiers services techniques etc pour qu il soit aujourd hui possible de faire son travail correctement le système tient encore car beaucoup d entre nous se mettent en surcharge avec de plus en plus souvent des conséquences sur leur santé le point de rupture est proche,0.6329101
15946811,,,,,,,côté recherche l obligation d avoir recours à des financements par projet plutôt qu à des financements pérennes est épuisant et contre productif et se révèle à terme décourageant côté enseignement les conséquences de la réforme du lycée sont catastrophiques sur la sélection et la capacité de réussite des étudiants à l université le niveau en math entraîne des difficultés d abstraction des doctorants trop souvent formés uniquement à l informatique et incapable d écrire des preuves même simple,0.90690243,côté recherche l obligation d avoir recours à des financements par projet plutôt qu à des financements pérennes est épuisant et contre productif et se révèle à terme décourageant côté enseignement les conséquences de la réforme du lycée sont catastrophiques sur la sélection et la capacité de réussite des étudiants à l université le niveau en math entraîne des difficultés d abstraction des doctorants trop souvent formés uniquement à l informatique et incapable d écrire des preuves même simple,0.90690243
15946968,,,,,,,les aspects pédagogiques et recherche sont toujours très intéressants les façons de publier changent on est noyé dans une course à la publication sans avoir le temps d approfondir les conférences sont parfois organisées en hybride les moyens pour voyager et la pollution du déplacement en avion rendent cet aspect du métier beaucoup moins attractif qu avant,0.12952101,les aspects pédagogiques et recherche sont toujours très intéressants les façons de publier changent on est noyé dans une course à la publication sans avoir le temps d approfondir les conférences sont parfois organisées en hybride les moyens pour voyager et la pollution du déplacement en avion rendent cet aspect du métier beaucoup moins attractif qu avant,0.12952101
15947191,,,,,,,la recherche est passionnante l enseignement l est aussi a petite dose mais je ne conseillerais pas ce métier car il demande un temps d investissement important pour finalement ne pas forcément décrocher un travail permanent pour la ripec avoir un bon dossier nécessite forcément un investissement particulier et l équilibre famille travail peut être malmené,0.21051274,la recherche est passionnante l enseignement l est aussi a petite dose mais je ne conseillerais pas ce métier car il demande un temps d investissement important pour finalement ne pas forcément décrocher un travail permanent pour la ripec avoir un bon dossier nécessite forcément un investissement particulier et l équilibre famille travail peut être malmené,0.21051274
15947713,,,,,,,je fais ma recherche par pur plaisir sans attendre de quelconque reconnaissance locale ni nationale je suis contraint d avoir des projets industriels pour pouvoir financer mes travaux plus théoriques et mon activité internationale je ne postule plus pour la ripec pour raisons je n arrive plus à dégager du temps pour remplir le dossier l évaluation est déconnectée de la réalité et sa lecture est foncièrement déprimante surtout quand mon activité pourtant conséquente est qualifiée de faible voire inexistante,0.768605,je fais ma recherche par pur plaisir sans attendre de quelconque reconnaissance locale ni nationale je suis contraint d avoir des projets industriels pour pouvoir financer mes travaux plus théoriques et mon activité internationale je ne postule plus pour la ripec pour raisons je n arrive plus à dégager du temps pour remplir le dossier l évaluation est déconnectée de la réalité et sa lecture est foncièrement déprimante surtout quand mon activité pourtant conséquente est qualifiée de faible voire inexistante,0.768605
15947901,,,,,,,conseiller à un futur docteur tout dépend de la personne attirant pas assez payé mais a d autres atouts tant intellectuels que sociétaux,0.6430285,conseiller à un futur docteur tout dépend de la personne attirant pas assez payé mais a d autres atouts tant intellectuels que sociétaux,0.6430285
15948282,,,,,,,j aime toujours ce métier et je ne souhaite pas en changer cependant les conditions se dégradent chaque année et les perspectives pour les jeunes ne sont pas bonnes je suis honnête et franc quand j en discute avec de futurs docteurs pour qu ils connaissent les bons et les mauvais côtés,0.31983998,j aime toujours ce métier et je ne souhaite pas en changer cependant les conditions se dégradent chaque année et les perspectives pour les jeunes ne sont pas bonnes je suis honnête et franc quand j en discute avec de futurs docteurs pour qu ils connaissent les bons et les mauvais côtés,0.31983998
15948290,,,,,,,ce métier est passionnant mais ce genre de réponse permet aux décideurs de continuer à dégrader les conditions de travail puisque c est un métier passion les charges pédagogiques sont de plus en plus lourdes et chronophages modularité approche par compétence parcoursup contrôles continus gestion des étudiants handicapés promotions pléthoriques etc les tâches administratives sont devenues les métastases d un cancer généralisé en ans deux gros mois sans enseignement ou presque étaient consacrés à la recherche juin et septembre ils sont occupés par de l enseignementcorrectionorganisation rentrée etc depuis la lru et la semestrialisation les responsabilités sont écrasantes pour les petites structures les heures sup sont incontournables faute de recrutements de titulaires et de vacataires prêts à travailler pour des salaires dérisoires si la reconnaissance du travail pédagogique n est pas totalement inexistante quoique elle est incomparable avec celle liée à la recherche dans l évolution de carrière effet pervers de plus en plus de collègues jeunes en particulier fuient le er cycle se font des petits nids douillets en masters et se focalisent sur leur carrière aggravant encore la situation les salaires sont bloqués c est la double peine pour la retraite les années d études en tant qu allocataire de recherche et de moniteur ne sont pas intégrées dans les cotisations et il y a eu un allongement total de années depuis le début de ma carrière bon dépouillement,0.77029276,ce métier est passionnant mais ce genre de réponse permet aux décideurs de continuer à dégrader les conditions de travail puisque c est un métier passion les charges pédagogiques sont de plus en plus lourdes et chronophages modularité approche par compétence parcoursup contrôles continus gestion des étudiants handicapés promotions pléthoriques etc les tâches administratives sont devenues les métastases d un cancer généralisé en ans deux gros mois sans enseignement ou presque étaient consacrés à la recherche juin et septembre ils sont occupés par de l enseignementcorrectionorganisation rentrée etc depuis la lru et la semestrialisation les responsabilités sont écrasantes pour les petites structures les heures sup sont incontournables faute de recrutements de titulaires et de vacataires prêts à travailler pour des salaires dérisoires si la reconnaissance du travail pédagogique n est pas totalement inexistante quoique elle est incomparable avec celle liée à la recherche dans l évolution de carrière effet pervers de plus en plus de collègues jeunes en particulier fuient le er cycle se font des petits nids douillets en masters et se focalisent sur leur carrière aggravant encore la situation les salaires sont bloqués c est la double peine pour la retraite les années d études en tant qu allocataire de recherche et de moniteur ne sont pas intégrées dans les cotisations et il y a eu un allongement total de années depuis le début de ma carrière bon dépouillement,0.77029276
