SID,Pouvez-vous expliquer vos réponses merci ...,Note merci
15960573,j aime le métier mais il est usant les docteurs informatiques doivent avoir de bien meilleures opportunités à l étranger ou en entreprise salaires moyens pérennes pour faire leur recherche moyens pour remplir les objectifs collectifs qu ils se donnent équipes administratives en nombre suffisant et de qualité ils n y trouveront pas un équivalent du métier mais ils se focaliseront soit sur de l enseignement soit sur de la recherche l équilibre enseignement recherche est toujours difficile à trouver surtout dans des environnements en iut où les heures administratives sont nombreuses finalement les modulations de service d enseignement devraient être automatiques en fonction de l activité en recherche pour éviter le cas des ec qui ne font plus de recherche mais doublent le service en hsup les activités administratives devraient être faites par des administratifs ces charges là sont toujours plus lourdes avec toujours plus de contraintes trois métiers en un n est ce pas trop beaucoup de charges collectives alourdissent encore la charge jurys de thèse comité de sélection comité de programme,1
15961414,si on n est pas carriériste ni attiré par l argent qu on ne se pollue pas à faire la course aux promotions et aux primes injustes alors oui on peut vraiment s épanouir dans ce métier oui c est un beau métier passionnant et plein de challenges on a bien sûr de nombreux devoirs et responsabilités envers les étudiants et les institutions mais aussi beaucoup de liberté sur nos actions et sur notre organisation je trouve que ça n a pas de prix bien sûr si vous réussissez à rendre le système plus juste et obtenir des moyens humains et financiers dignes des enjeux ce sera encore mieux merci,0
15961728,je suis en retraite mais mes dernieres annees d activite je faisais tout le travail de secretariat necessaire a faire tourner les enseignements c est exasperant,1
15961774,l environnement d enseignement n est dirigé que par la communication de l université qui n a pas les moyens ni les compétences d une structure privée pour faire cela au détriment des enseignants la recherche s est transformée dans une fuite en avant aux publications et aux financements au détriment de l éthique et du fond je ne crois plus au système de la recherche scientifique mondial,0
15961787,actuellement les salaires proposés dans le public et la faible attractivité du métier fait qu il n y a plus de doctorants français ou presque qui candidates pour des thèses il est très difficile de recruter et du coup ce sont des étudiants qu il est parfois difficile d évaluer et avec lesquels nous perdons également du temps en raison parfois de soucis de communication cela devient problématique pour les recrutements de postes d ater mc,0
15961795,le métier reste passionnant mais est devenu difficile l évolution n est pas bonne c est mal payé par rapport au niveau d études et à la charge de travail chaque tâche prise indépendamment semble faisable mais l ensemble des tâches amène à une surcharge de travail il paraît difficile de bien faire l ensemble des facettes du métier certains aspects du métier ne sont pas du tout mis en valeur notamment pour la ripec,1
15961989,le ratio rea devrait être ajustable en fonction de choixintéret personnel et aussi dans le temps,1
15962020,le métier est fondamentalement dans sa définition initiale toujours intéressant le problème vient de la pression de l écosystème politique à le dénaturer financements non pérenne mise en concurrence pas d équilibre entre recherche appliquée court terme et long terme précarisation des emplois surcharges administratives etc différence entre discours vouloir de l innovation de l excellence toujours plus hautplus beauplus fort et les moyens et actions réduction focalisation les services publiques l état ne sont de facto plus moteurs sur la recherche et bientôt l enseignement twitter comscienceisstrat status,0
15962169,domaine recherche qu on peut encore choisir pédagogie en lien avec la recherche mais de moins en moins possible relation avec les étudiants sont des avantages du métier toujours d actualité donc j aurai encore plutôt tendance à conseiller le métier pour un jeune cependant l évolution croissante des contraintes et du temps devant être passé à des taches administratives fait que je le trouve moins attirant qu il y a ans,1
15962234,je reste mobilisé et intéressé par le métier que j exerce tout en étant aussi quelque peu désabusé je suis effaré de son évolution des biais et des dysfonctionnements quant au sens et aux valeurs du métier il ne faut pas compter sur l institution pour y voir clair pour les jeunes et moins jeunes aussi la rémunération par rapport à l engagement est dissuasive et il est préférable d aller dans le secteur privé quelque chose qui devrait interroger pourcentage de candidats de nationalité française dans les candidats aux fonctions d enseignants chercheurs vs candidats de nationalités étrangères qui cherchent à partir de leur pays d origine l évolution de la démographie en informatique particulièrement pose de sérieuses questions,0
15962346,constat local très peu de jeunes chercheurs souhaitent rester dans l esr après leur thèse en particulier pour des questions de rémunération salaires trop bas par rapport aux entreprises privées surtout les suisses frontalières,1
15962356,de lourdes difficultés personnelles rencontrées ces dernières années ont fortement impacté mon activité de recherche que j ai sacrifiée pour ne pas sacrifier mes activités d enseignement et administratives j ai maintenant levé le pied sur mes responsabilités administratives pour tenter de retrouver une activité de recherche plus conséquente toute candidature à une promotion ou prime est donc rejetée car l évaluation reste majoritairement centrée sur la recherche je ne conseillerai pas particulièrement notre métier à un futur docteur car il demande un fort investissement pour la collectivité qui est malheureusement très peu voire pas du tout reconnurécompensé pour ces mêmes raisons je ne crois pas que notre métier soit particulièrement attirant,1
15962508,j éspère que pour moi les choses reprendrons un cours plus normal mais en l état actuel je ne vois plus les points positifs de mon métier donc je serai bien incapable de le recommander à quiconque j ai d ailleurs et pour ces mêmes raisons arrêté mes activités de médiation scientifique auprès des collégiens et collégiennes durant lesquelles j exprimais ma passion pour ce métier,0
15962648,enseignement pas trop dégradé hormis la sélection cachée des étudiant via parcoursup et l équipement qui ne suit pas l évolution recherche très dégradée car dépend des financements bourses de stage de thèse contrats surtout depuis la quasi disparition des financements pérennes l administration prend une part croissante sur le cur de métier,0
15962686,j ai exercé de très nombreuses charges administratives pendant des années on nous en demande toujours plus pour un résultats bien plus faible le problème majeur vient de l incompétence des resonspables de certains services adminsitratifs et de certaines assistantes qui ne font rien ou font mal et donc ne recoivent plus de travail quand une secrétaire d une ecole doctorale dit à h à une thésard qui va soutenir à h qu elle n a pas recu tel papier alors qu il a deja été envoyé plusieurs et que ssi ele ne le recoit pas immédiatement alors la soutenance ne pourra pas avoir lieu cette secrétaire devrait être viré de la fonction publique pour faute grave c est ce qui se passerait dans des pays développés or elle continue à etre secre étaire et il ne faut rien lui dire et attendre qu elle parte à la retraite quand une directrice de soclarité mend effrontement parce qu elle veut prendre des vacances en juillet et qu elle continue sa carrière comme si de rien n était alors le systeme marche sur la tête c est ce genre de problèmes qu il faut combattre,0
15962774,mes réponses sont uniquement dans le contexte français sinon la recherche est évidemment un très beau métier intrinsèquement la situation n est probablement pas liée au milieu académique de nombreux services publics sont semble t il laissés progressivement à l abandon depuis à ans,1
15962964,c est encore un beau métier qui permet des carrières variées en le conseillant à une jeune chercheur il faut bien lui expliquer les conditions de travail et la grande variété de tâches qui le composent la liberté académique d organisation et le travail d équipe restent conditions d attractivité du matier,0
15963330,je pense que le métier s est degradé a cause des projets et des charges administratives et d évaluations mais qu il reste passionnant je suis inquiète du manque de moyens pour les fonctions support et de l avancée vers de plus en plus de gestion et de moins en moins d autonomie,0
15963471,les conditions d exercices se sont dégradées et les salaires sont restés faibles comparés à l industrie,1
15963550,c est la première année depuis que je suis recrutée où j ai refusé toute tache administrative ce qui a été accepté je trouve que la somme des contraintes à tout va laisse à penser que l on ne nous fait plus confiance et cela a tendance à me démotiver les changements de ces dernières années ont eu sur moi un effet de recul considérable j ai beaucoup aimé mon métier et je l aime encore mais je le trouve de plus en plus difficile est ce l age je n ai plus d arguments pour motiver les jeunes à prendre alors que j l ai fait pendant très longtemps,1
15963808,je gagne bien ma vie j ai pas vraiment envie de me fatiguer à faire un dossier pour gagner plus d argent et recevoir un avis négatif parce que je ne fais pas assez de recherche j aimerais que certain e s de mes collègues puissent bénéficier de la ripec avant que je ne candidate,0
15963938,par rapport aux charges administratives je n en ai plus à partir de cette année mais j en ai eu beaucoup tout au long de ma carrière mise à part la première année en sinon je réfléchis à changer de carrière mais l aspect financier est un frein,0
15964076,on est passé dans un enseignement de masse en licence avec des contraintes d organisation de plus en plus forte avec la semestrialisation il n y a pas assez de personnels pour assurer l ensemble des enseignements ce qui génère des tensions sur les heures complémentaires la recherche de vacataire et les évaluations,0
15964500,j adore mon métier mais pas la manière dont se retrouve tous à le faire je suis optimiste de nature et je pense que l arrivée de jeunes bienveillants et ouverts d esprit peut faire changer les choses carriéristes opportunistes chercheurs contrariés qui ne veulent pas faire d enseignement etc s abstenir donc oui je conseillerais toujours ce métier mais avec beaucoup de prévention sur le monde actuel des enseignants chercheurs,0
15964594,mon métier je l ai choisi parce que j aime l enseignement et la recherche et je ne regrette pas même si c est à refaire ceci dit les conditions actuelles ne sont pas optimales ce n est donc pas pour ceci que je l ai choisi et je comprend qu il y a de moins en moins d étudiants brillants qui s y engage mes étudiants je leur explique la côté hasardeux de s engager dans la voie recherche e g décrocher un poste et le côté administratif et intendance qui prend de l ampleur et les moyens qui baissent mais je leur dit que s il ont la passion alors ils doivent tenter,0
15965346,concernant ripec et autres carottes promotions etc pendus devant le nez des gens j ai arrêté d en demander après de multiples refus avec des justifications hallucinantes y compris par le cnu les pontes politiquement bien placés les distribuent entre eux je n ai plus de doctorants au moins en france voir mes commentaires sur mes implications à l international et une des raisons à part le manque de moyens pour les financer est que j ai du mal à inciter de jeunes chercheurs à travailler dans un système qui est en train de péricliter,1
15966195,j hésiterai à conseiller à de jeunes docteurs de se lancer car vu le nombre réduit de postes il y a un risque important d investir beaucoup et de ne rien avoir à la fin,0
15966403,c est la fin de notre métier dans sa composante passion désintéressée dans son aspect idées nouvelles et aussi dans sa mission de conservatoire du savoir notre savoir n est plus réellement dispensé aux générations futures et la richesse intellectuelle de la france s appauvrit,0
15966524,pas assez de temps pour mes activités de recherche,0
15966962,cela reste un beau métier à condition de savoir refuser les charges qui pèsent de plus en plus dues au sous investissement chronique dans l esr le tout appel à projet est un gouffre en temps et en énergie qui incite aux désengagement de nombreux collègues les contraintes administratives et budgétaires vous font refuser des postes à responsabilités je n ai pas candidaté à une responsabilité de directeur d ufr où j avais toutes les chances d être élu pour ne pas me retrouver à faire appliquer une politique que je réprouve,0
15967460,les charges d enseignement et administratives la partie secrétariat qui devrait être assurée par du personnel d appui sont trop importantes pour que je passe mon hdr pour profiter du repyramidage et ne m ont même pas laisser le temps de déposer mon dossier ripec le salaire est beaucoup trop bas par rapport à la quantité de travail à fournir et les conditions de travail dégradées l intérêt du travail tant coté recherche qu enseignement ne compense plus la baisse de salaire par rapport aux d ingénieurs si les systèmes de retraite publics et privés étaient compatibles j aurais probablement changé de métier la récente augmentation de salaire ne compense pas les années précédentes de baisse,0
15967690,pour pouvoir apprécié la recherche il faut un temps suffisant pour lireréfléchirtester j ai eu l impression d avoir ce temps minimal uniquement l année où j étais en demi délégation,0
15967811,c était un beau métier dont les conditions de travail se dégradent,0
15968015,enseignant chercheur comme son nom l indique n est pas un métier mais un cumul de deux métiers et comme son non ne l indique pas de fait de à métiers enseignant responsable pédagogique chercheur fund raiser recruteur encadrant de chercheur manager d équipe de recherche et souvent comptable aussi faute d équipe de gestion administrative de projets pérenne motivée et compétente aussi passionné brillant etou efficace que l on puisse être cela mène inévitablement soit au burnout soit à faire chacun de ses métiers sans qualité ni plaisir en mode cocher case de conformité au process etou illusionnisteimposteur,0
15968483,je suis mcf hc et j ai déjà la ripec,0
15969074,si le métier consistait effectivement en une enseignement et une recherche cela irait parfaitement mais il faut désormais passer plus de temps à l élaboration de ses cours avec changement d approcheadaptation au public pédagogie par projet qui est très chronophage en particulier en correction côté recherche le dépôt des projets et leur gestion finances recrutement suivi des personnels et restitutions des résultats accapare le plus gros du temps consacré à la recherche la production de nouvelles connaissances passe au second plan faute de temps à y consacrer,0
15969611,très balancé recherche passionnante cours très intéressants mais responsabilité harassantes,1
15969613,trop de choses à faire plus le temps de prendre le temps de faire bien les choses ni des choses qui nous intéressent réellement dégradation considérable des moyens des universités violence institutionnelle injonctions aussi stupides que contradictoires flicage permanent dès fois qu on ferait mal notre travail épuisement pour faire tourner la machine malgré l administration qui ne sert plus qu à nous empêcher de faire notre travail correctement,1
15969875,très intéressant mais aussi très dur dans les conditions actuelles donc peu attirant et pas forcément recommandable,0
15970256,c est compliqué de conseiller le métier à un jeune j ai eu une proposition cette année pour aller dans l industrie pour faire de la recherche le double de mon salaire actuel comment conseiller à un jeune de ans de perdre du salaire tant que les grilles de salaires mcfpr resteront alignées entre les différentes disciplines ça va être très compliqué pour l informatique je comprends la logique de l équité mais il y a bien des disciplines e g droit médecine avec des exceptions importantes l informatique devrait suivre le même chemin car l écart avec les salaires dans l industrie est trop important aujourd hui,1
15970716,j ai deux fils chercheurs l un cr après avoir quitté un poste de mcf et l autre mcf et je mesure au travers de leurs témoignages la dégradation des conditions d exercice de ce métier dans les établissements publics j ai le sentiment qu un enseignant chercheur voulant s investir dans chacune des deux facettes finit par cumuler l équivalent de deux postes à plein temps s il veut aller au bout de sa démarche,0
15971034,intéressant mais difficile d ajuster nos pratiques aux nouveaux enjeux crise climatique notamment et nouvelles possibilités technologiques pourquoi personne dans mon domaine ne passe un temps raisonnable à éditer wikipedia par exemple lié à une importance exagérée de la publication d articles avec de nouveaux résultats de pointe,1
15972257,la lourdeur administrative est un problème car ni la pédagogie ni la recherche peuvent se dérouler tranquillement dès qu on monte en grade les projets nationaux sont souvent biaisés ce que démotive plus d un jeune collègue les docteurs dans mon domaine trouvent facilement des emplois plus rémunérateurs dans l industrie,1
15972439,je trouve toujours ce métier intéressant mais mon temps est souvent accaparé par des tâches qui ne m intéressent pas et néanmoins nécessaires comites de sélection ater à sélectionner rapports hceres et j aime enseigner mais je passe un temps conséquent à gérer les notes des étudiants les rentrer dans les différentes bases de données installer les salles d examen,0
15972828,ma répartition entre enseignementrechercheadministration est ce n est pas pour travailler comme ça que je suis devenu maître de conférences à l iut la quantité de charges administratives est énorme et excessive dans mon département d informatique à l iut il y a pas mal de collègues qui ne font rien au niveau de charges administratives comme ça tous les énormes charges administratives sont pris en compte par un petit groupe d enseignants et enseignants chercheurs,1
15972833,le métier est devenu dur injonctions devenues contradictoires avec le temps la baisse des moyens et la dégradation des conditions d exercice entre service public d enseignement excellence visibilité internationale de la recherche dur de dire à un jeune de rentrer dans la carrière sachant qu il ou elle va bosser soir et w e compris pour un maigre salaire bon courage aux jeunes pour se loger convenablement en région parisienne dans le privé dans certains domaines il y a des postes bien mieux payés et stimulant intellectuellement aussi et bien environnés bref une vraie concurrence tout ce qui reste à notre métier c est qu on peut lui donner un sens l attacher à une mission de service public mais je doute que ça suffise très longtemps encore,1
15972889,c est très compétitif pour un salaire et une charge de travail qui ne sont pas à la hauteur de ce qui est demandé cela existe encore car il y a des gens comme moi qui sont passionnés mais qui s épuisent avec le temps on voit de plus en plus de burn out ou de problèmes de santé notamment des douleurs à cause du stress et de la charge mentale,1
15972917,la profession est devenue trop mal payée,1
15973297,le même metier dans d autres pays e g anglaterre offre beaucoup plus d opportunités coté recherche le charges d enseignement et administration empêchent de developper des vrais recherches on se contente de publier des trouvailles la recherche est faite le dimanche,0
15973355,le métier a changé et s est transformé en relation client avec les étudiants et en je dois amener des sous côté recherche,1
15973551,pour la répartition du temps de travail il serait intéressant de pouvoir avoir des périodes pour chacune de ces tâches notamment pour la recherche où l investissement demande un temps uniquement consacré à cela sur certaines périodes,1
15973975,sur l avancement de classe l évaluation des chances est difficile dans mon cas sur le métier je l ai choisi beaucoup par attirance pour la recherche et je voudrais pouvoir en faire plus et plus librement ce sont mes aspirations personnelles dans l absolu c est un beau métier et je ne regrette pas de l exercer quant à le conseiller le nombre de postes étant ce qu il est le conseil serait plutôt d avoir d autres perspectives en parallèle,0
15974190,la recherche est stressante recherche de financement etc mais l évolution de carrière est essentiellement basé sur ça j aime enseigner mais ça compte peu dans l évolution de carrière,1
15974227,mes réponses sont très relatives à ma situation personnelle dans une autre laboratoire avec une équipe pour m entourer la situation aurait été probablement très différente,1
15974256,j adore mon métier surtout pour la liberté qui nous est laissée dans nos recherches mais c est sincèrement très dur et démoralisant pour moi et pour eux d expliquer aux doctorant e s ou futurs doctorant e s toutes les difficultés sur la voie qui pourraient les menés à des postes d enseignant chercheur ou chercheur et d être honnête sur les charges administratives qui leur sont liées,0
15974446,nous sommes des enseignants chercheurs pas des enseignants chercheurs administratifs ce métier poursuit une dérive managériale qui cache la misère singe le secteur privé et permet à des personnes qui ont décroché en recherche voire en enseignement d imposer leur loi managériale plutôt que scientifique le mandarinat est prédominant,1
15974676,comme j ai réduit mon investissement responsabilité de filière d équipe de recherche transmises à des plus jeunes je ne demande pas de promotion ça peut évoluer j ai la chance d être sur une niche en recherche ce qui m a permis de beaucoup ralentir pendant que j étais responsable de filière d enseignement et de reprendre un chercheur en ia peut plus difficilement faire ça pouvoir ainsi changer de métier pendant quelques années est vraiment très positif,1
15975117,le passage de grade en local est aussi affecté par l ancienneté la compétence influence la vitesse de se passage,0
15975160,le métier d enseignant chercheur est formidable à condition que l on ait suffisamment de liberté sur la façon dont on l exerce il souffre cependant de plusieurs grosses difficultés qui peuvent être rédhibitoires pour l envisager comme carrière ou pour s y épanouir il est extrêmement difficile d obtenir un poste le processus est long incertain et peut sembler insurmontable pour certains et les décourager une compétition acharnée pour les rares postes proposés induit des problématiques durables les candidats peuvent finir par accepter un poste qui ne leur convient pas d autres très méritants se retrouvent sans rien les équipes se font la guerre au sein des laboratoires pour obtenir des postes les effectifs sont insuffisants les chargés de l administration sont constamment en flux tendu et au bord du burn out il n y a pas assez de postes d enseignant ce qui provoque une explosion des effectifs dans les classes et dégrade la qualité d enseignement la survie de certaines composantes dépend du bon vouloir des enseignants à surcharger leur service ce qui empiète sur leurs recherche et leur santé l équilibrage enseignementrecherche laisse à désirer beaucoup de collègues n ont presque plus le temps de faire de la recherche compte tenu de leur charge d enseignement et des responsabilités qui l accompagnent il faudrait pouvoir avoir des possibilités pérennes permettant de réduire sa charge d enseignement afin de pouvoir se consacrer davantage à la recherche le système de financement de la recherche par projets est une aberration les chercheurs perdent un temps très précieux à répondre à des appels d offre qui n ont qu une chance de succès infime de plus cela oriente la recherche vers des activités lucratives à court terme ce qui affaiblit considérablement les recherches fondamentales qui sont pourtant des fondations indispensables pour le progrès scientifique les responsabilités administratives ne devraient pas être du ressort des enseignants chercheurs il n y sont pas formés et donc pas qualifiés et cela empiète sur leurs activités de recherche et d enseignement les équipes de recherche ont besoin de personnel compétent et en effectif suffisant pour gérer efficacement les charges administratives,0
15975171,outre la complexification absurde de l environnement légal et l absurdité du système de financement par projet poussé à son extrême je suis très inquiet de la dégradation extrême des grilles salariales qui n ont été ré évaluées que pour les mcf débutants ne pas donner de perspectives salariales sur le long terme est une erreur stratégique autrefois mes étudiants qui sortaient de stage avaient dans le privé un meilleur salaire que mon salaire de mcf désormais ils ont un salaire qui se rapproche dangereusement de mon salaire de pr classe ex a côté de nous le salaire à l université est considéré comme de l argent de poche par nos collègues juristes,0
15975222,le métier s a beaucoup dégradé ces dernières années pas ou très peu de nouveaux recrutements beaucoup de charges administratives et d enseignements en dépit de la recherche obtenir de financement de projets de recherche est de plus en plus décourageant salaires pas très motivants pour les jeunes chercheurs,0
15975227,je penses que les primes n ont aucun sens je n ai pas encore regardé comment marche les promotions j aime avoir de l autonomie dans mon métier mais je suis assez stressée pour arriver à tout faire il manque clairement de poste d ec et de biatss,1
15975242,précisions pour deux questions ripec c obtenue cette année évolution pas vraiment concerné sans hdr,1
15975529,deux fois mieux payés en embauche dans le privé avec des réelles marges de progression,1
15975590,je fais ma charge de cours sans trop déborder je refuse toute responsabilité administrative en dehors de la carrière bloquée de la dégradation de nos conditions de départ en retraite du gel des points etc je continues d aimer mon métier et de m estimer privilégié du fait de la liberté du statut mcf et l absence de chefs,0
15976074,pas parlé des salaires,1
15976160,la liberté de choix des sujets de recherche est encore grande en informatique la multitude d heures d enseignements à faire permet de choisir le manque de personnels devient absurde pourquoi payer un ec mois pour faire des emplois du temps,1
15977524,les conditions de travail sont intéressantes mais financièrement difficiles les combats politiques incessant sont fatiguants et ne donnent pas envie de s investir enfin le gouvernement ne cherche pas à redorer le blason des universités et écoles française ce qui démotivent beaucoup les possibles nouvelles carrières pour moi la seule motivation qui me pousse à continuer est le plaisir que j ai dans mon domaine scientifique,1
15977948,conditions de travail dégradées avec un éparpillement de l activité du fait de trop nombreuses responsabilités etou excès d heures complémentaires enseignement rémunération largement insuffisante en début de carrière ce qui semble inciter de nombreux candidats à ne pas candidater sur des postes en région parisienne et autres villes aux loyers élevés,1
15978390,pour qu un métier soit attirant encore faudrait il qu il y ait des postes,1
15978905,je pensais avoir des bonnes chances pour le ripec mais l année dernière mon dossier n a pas été accepté pour des raisons floues,0
15979103,trop mal payé par rapport au privé et une qualité de vie au travail qui c est dégradé,1
15979412,dans le domaine de l informatique le traitement proposé ne fait plus le poids par rapport à l industrie en ce moment la difficulté de trouver un poste et la diminution du temps consacré à la recherche rend cette activité peu attractive pour une jeune,0
15979818,tant qu à souffrir de plus en plus du management dont les entreprises souhaitent s éloigner pourquoi n avoir que des inconvénients et des conditions de travail qui se dégradent,1
15979928,j ai le sentiment de bénéficier d un environnement humain de très haute qualité équipe pédagogique équipe de recherche communauté nationale de mon domaine au sein desquelles mon travail est reconnu mon impression est que j ai de la chance et que cette situation n est pas nécessairement typique sans cet environnement je ne pense pas que je serais heureux dans mon métier je ne suis pas sûr que le métier d enseignant chercheur soit aujourd hui structurellement un chemin vers une carrière heureuse,0
15981052,mon intérêt pour la recherche est resté malgré les difficultés à trouver des financements l enseignement reste gratifiant on se sent utile mais il y a trop d heures sup à assurer l attrait pour des jeunes docteurschercheurs est faible voire très faible vis à vis des conditions offertes par le secteur privé,1
15981607,le pouvoir est finalement détenu par des professeurs dont une grande partie a délaissée l enseignement pour avoir une activité de recherche suffisante pour progresser cette activité d enseignement est résorbée en partie par des maitres de conférences qui aiment leur travail mais qui sont dénigrés par l institution et par la hiérarchie,1
15983539,en négatif nous sommes sous payés en positif nous sommes libres sur les horaires et les thèmes de recherche pour ces derniers de moins en moins il faut faire de l ia ou du développement durable il faut arrêter la provocation prétextant que les femmes sont moins considérés que les hommes cf mon reclassement en tant que maître de conférences,0
15983866,l énorme déperdition d énergie pour des tâches parasites qui ne sont pas de notre ressort combinée à l absence de reconnaissance par les institutions dirigeantes et l administration de la recherche rendent le métier de plus en plus frustrant et de manière évidente moins attirant du moins en france c est son contenu intellectuel qui continue à faire son intérêt pour moi mais cela tient à peu de choses,1
15987810,le métier lui même est toujours bien le problème majeur de mon point de vue est qu il est devenu ingérable courses aux appels à projets difficultés à recruter collègues et étudiants la perte de temps nécessaire pour tout est devenue insupportable les missions se sont très largement compliquées plateformes non opérationnelles problèmes de tarifs justifications paperasses inutiles contraintes techniques et administratives sans arrêt,1
15988800,ce métier m enthousiasme toujours même si je pense que nous avons perdu de l espace en temps pour faire de la recherche de qualité plus sereinement il faut déployer beaucoup d énergie pour en trouver en informatique il est très difficile d attirer les jeunes qui sont très facilement happés par l industrie quand je conseille ce métier à un futur docteur je suis sincère sur les conditions et l investissement personnel que demande ce métier,0
15990876,il faudrait des meilleurs étudiants et surtout des candidates pour les doctorats,0
15991988,on ne peut pas faire de recherches dans des bonnes conditions l enseignement les heures supplémentaires imposées et les charges administratives grignotent tout le temps nécessaire à la recherche certains collègues ne font plus du tout de recherche cumulent les heures complémentaires et les responsabilité augmentant leurs salaires en maximisant leur temps de vacances les collègues qui veulent faire de la recherche doivent se priver d heures complémentaires résister à la pression des pairs sur les hc accepter un salaire moindre en comparaison et travailler sur leur temps personnelse priver de vacances si ils et elles veulent être compétitif tout est fait pour favoriser ceux qui font de l enseignement et plus du tout recherche au détriment des personnes qui souhaitent être des enseignants chercheurs,0
15992737,les salaires nous classent thesard mcf et prof dans les pays du tiers monde les elites qui nous gouvernent ne comprennent pas a quoi sert la recherche l inria et le cnrs trouble le signal par rapport a l international nos elites pensent que ce sont eux les pepites francaises alors que ce sont les er qui se cognent des chargent administratives sans comparaison un thesard au cern gagne autant qu un prof debutant aucun de mes bons doctorants et qui souhaitaient partir n est resté en france ils sont tous dans de vrais pays pourquoi n y a t il pas de comparaisons avec nos voisins europeens allemagne danemark suede finlande pourquoi on ne vous entend pas plus,1
15994886,pour avoir beaucoup visité des laboratoires étrangers et avoir vécu ans en tout dans d autres pays je considère que les conditions pour faire de la recherche restent assez uniques en france certes les salaires sont bas la charge d enseignement est lourde et l administration est étouffante ce qui est un repoussoir bien compréhensible pour les jeunes chercheurs mais la liberté de recherche est supérieure à celle de beaucoup de pays que je connais car d une part nous fonctionnons avec des collectifs de recherche équipes qui permettent aux jeunes chercheurs d être moins chargés de responsabilités en début de carrière et d autre part les financements récurrents et les soutiens de base des laboratoires permettent de fonctionner même si l on n a pas de contrat en terme de moyens il y a de nombreux guichets de financement et pas seulement l anr mais ceux ci ne sont pas toujours bien connus et surtout les jeunes et moins jeunes chercheurs ne sont ni formés ni accompagnés pour choisir et monter leurs réponses à ces appels ce qui conduit à s épuiser à soumettre à des appels à la sélection aléatoire de même la course aux publications notamment pour nos doctorants ajoute du stress et empêche de se consacrer au temps long et à sacrifier des visions de recherche à long terme au profit de bénéfices marginaux à court terme,1
15998948,j aime enseigner mais l enseignement n est pas du tout valorisé dans l avancement de carrière je fais de multiples tâches administratives qui cuimulée prenennt beaucoup de temps mais ne sont pas valorisées contrairement aux grosses tâches admiistratives qui prenen tle même temps mais donnent droit à avancement de carrière prime et décharge horaire la recherche est trop individualiste chacun ne pense qu à ajouter des publis sur son cv et à son avancement de carrière c est déprimant la notion d équipe n a pas de sens telelment chacun ne travaille que pour soi et ne s intéresse pas à ce que font les autres j ai l impression que de nombreux collègues ne cherchent même pas à ce que ce qu ils font ait du sens je ne sais pas s ils croient à leurs recherches ou s il s agit juste d un jeu pour avoir plus de publis que les copains en ce qui concerne les tâches administratives c est pareil entre ceux qui les évitent et ceux qui s arrangent pour avoir celles qui cumulent primes et bonnes décharges horaires ceux qui ont des responsabilités ne font rien et laissent leurs co responsables faire quasi tout le boulot mais ajoute des lignes sur leur cv la situation est déprimante pour ceux qui veulent faire les choses bien et ne sont pas dans les bons plans,0
15999935,les moyens recherche sont trop faibles et trop dirigés vers des projets à court terme beaucoup trop de temps de chercheur est gâché à faire des soumissions de projets qui n aboutissent pas au lieu de faire de la recherche beaucoup trop d argent est mis dans l ingénierie de la recherche équipes d administratifs et de communicants payés à organiser et gérer des appels à projets des actions de communication etc comparativement à l argent mis dans les métiers de base chercheur et de support ingénieurs de recherche experts les équipes support administrative enseignement et recherche sont trop sous dotées et on ne leur donne pas assez de moyens pour que leur travail soit intéressant les enseignants chercheurs sont finalement ceux qui doivent assurer tout ce qui reste quand les équipes support ont fait ce qu elles ont pu avec les moyens qu elles ont il y a trop de temps passé à contrôler par rapport au temps passé à aider le chercheur mes semaines de travail dépassent les heures en moyenne et je prends moins de semaines par an de vacances avec malheureusement une grande part de travail administratif et de secrétariat qui ne devrait pas être le mien malgré les efforts des équipes support,0
15999970,j ai eu la pedr avec a depuis ans ans après nomination malheureusement de ce que j entends la recherche compte moins et la partie administrative a un pourcentage assez élevé dans la ripec du coup je suis sceptique la liberté que l on a encore rend attractif l enseignement supérieur mais les conditions de travail et les salaires de plus en plus bas comparés au niveau de vie et l aléa des promotions en pu ne le favorisent plus par rapport au privé un google ou autres paient bien avec une relative liberté de recherche pourvu que les sujets de recherche de l entreprise plaisent,1
16000497,j ai eu énormément de charge administratives par le passé mandat nationaux directeurs labo vice président université j ai fait le choix de ne conserver pour ma fin de carrière uniquement la responsabilité d un master on croule sous le nombre trop grand de micro responsabilité administrative sans moyens et sans reconnaissance,1
16002122,je pense que le jeu des projets et des primes permet d occuper les enseignants chercheurs à s évaluer entre eux et les prive d un temps qu ils pourraient consacrer à faire vraiment de la recherche je pense que les conditions sont sciemment réunies pour démanteler le service public de l enseignement supérieur et de la recherche précariser ses travailleurs et globalement décourager les jeunes de venir contribuer à la rechercher scientifique militons pour des hausses de salaires qui contribuent aux cotisations retraites et ont un caractère pérenne et pas des primes qui ne remplissent aucune des conditions pré cités bref face au démantèlement organisé du service public je rêve d un changement de politique à l échelle nationale mais suis obligé de constater l apathie générale,0
16004028,j explique clairement aux docteurs ce qu il en est de la difficulté de concilier enseignementrechercheadministration c est vraiment les relations avec les étudiants et les collègues qui gardent ce métier intéressant,0
