SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnel,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note total
15898332,,,,,,,"J'aime encore beaucoup mon métier. Néanmoins, les conditions d'exercice se sont beaucoup dégradées (processus administratifs trop nombreux et inutilement compliqués, trop de temps passé à monter/évaluer des projets au détriment des tâches essentielles : créer de nouveaux savoirs, transmettre des savoirs).",-3.0,"J'aime encore beaucoup mon métier. Néanmoins, les conditions d'exercice se sont beaucoup dégradées (processus administratifs trop nombreux et inutilement compliqués, trop de temps passé à monter/évaluer des projets au détriment des tâches essentielles : créer de nouveaux savoirs, transmettre des savoirs).",-3
15899927,,,,,,,"La gestion administrative tue absolument tout. Il n'est plus possible de travailler sereinement, tous les dossiers sont devenus compliqués. Faire une mission demande plusieurs jours à temps complet puisque de notre côté tout doit être fait ; les recrutements sont une galère (demandes ZRR, saisies sur plusieurs sites simultanément, recherche de financements, étudiants démotivés, etc.).",0.0,"La gestion administrative tue absolument tout. Il n'est plus possible de travailler sereinement, tous les dossiers sont devenus compliqués. Faire une mission demande plusieurs jours à temps complet puisque de notre côté tout doit être fait ; les recrutements sont une galère (demandes ZRR, saisies sur plusieurs sites simultanément, recherche de financements, étudiants démotivés, etc.).",0
15902190,,,,,,,"L'E/C est la dernière roue du carrosse des universités. Il est malmené, corvéable à merci, ses missions sont de plus en plus complexes mais il est de moins en moins considéré. Les BIATSS obtiennent la RIFSEEP automatiquement, avec des montants annuels de l'ordre de 12k€+ par exemple pour les IGR, pour obtenir une potentielle RIPEC 3 ans sur 4 d'un montant de 5,3k€ annuel, l'E/C doit bien se classer au niveau national...
Ne parlons pas de ce que l'état nous demande : aller chercher toujours plus de moyens par projets tout en maintenant une recherche fondamentale de qualité, évaluations individuelles, collectives, contrat d'objectif et de moyens qui demandent des efforts de transition énergétique sans perdre en productivité. Dans mon labo/département, on trouve normal de bosser 70h par semaine, moi y compris, tout ça pour un salaire plafond à moins de 3k€ par mois pour les MCF??? De qui se moque-t-on ? Vivement la retraite... La quoi ???
",2.0,"L'E/C est la dernière roue du carrosse des universités. Il est malmené, corvéable à merci, ses missions sont de plus en plus complexes mais il est de moins en moins considéré. Les BIATSS obtiennent la RIFSEEP automatiquement, avec des montants annuels de l'ordre de 12k€+ par exemple pour les IGR, pour obtenir une potentielle RIPEC 3 ans sur 4 d'un montant de 5,3k€ annuel, l'E/C doit bien se classer au niveau national...
Ne parlons pas de ce que l'état nous demande : aller chercher toujours plus de moyens par projets tout en maintenant une recherche fondamentale de qualité, évaluations individuelles, collectives, contrat d'objectif et de moyens qui demandent des efforts de transition énergétique sans perdre en productivité. Dans mon labo/département, on trouve normal de bosser 70h par semaine, moi y compris, tout ça pour un salaire plafond à moins de 3k€ par mois pour les MCF??? De qui se moque-t-on ? Vivement la retraite... La quoi ???
",2
15902290,,,,,,,"Souvent difficile d'avoir un poste compte tenu du nombre disponible par rapport à la demande
En informatique, les salaires ne sont pas attractifs par rapport aux entreprises.",0.0,"Souvent difficile d'avoir un poste compte tenu du nombre disponible par rapport à la demande
En informatique, les salaires ne sont pas attractifs par rapport aux entreprises.",0
15902882,,,,,,,"Le décret de 1984 et le système est à bout de souffle. Les EC croule sous les tâches administratives et les heures d'enseignement, activités qui ne sont pas valorisées et inutiles pour l'avancement et la carrière. De nos jours, les MCF qui passent PR délaissent cours et tâches collectives pour privilégier leur recherche, au détriment de ceux qui acceptent la surcharge de travail pédagogique et administratif. Il est temps de passer au corps unique des EC, quitte à mettre en place un PR classe 3 et de faire disparaitre les MCF. Avec l'arrivée des CPJ, cela devient urgent. Il faudra aussi s'interroger sérieusement sur l'utilité et la pertinence de l'HDR. Rien que la disparité des conditions et des requis pour la passer d'une section CNU à l'autre montre son obsolescence et son inadéquation. HdR inutile par ailleurs pour les recruté en CPJ.",0.0,"Le décret de 1984 et le système est à bout de souffle. Les EC croule sous les tâches administratives et les heures d'enseignement, activités qui ne sont pas valorisées et inutiles pour l'avancement et la carrière. De nos jours, les MCF qui passent PR délaissent cours et tâches collectives pour privilégier leur recherche, au détriment de ceux qui acceptent la surcharge de travail pédagogique et administratif. Il est temps de passer au corps unique des EC, quitte à mettre en place un PR classe 3 et de faire disparaitre les MCF. Avec l'arrivée des CPJ, cela devient urgent. Il faudra aussi s'interroger sérieusement sur l'utilité et la pertinence de l'HDR. Rien que la disparité des conditions et des requis pour la passer d'une section CNU à l'autre montre son obsolescence et son inadéquation. HdR inutile par ailleurs pour les recruté en CPJ.",0
15902955,,,,,,,"En informatique, honnêtement il y a tellement de possibilités avec de meilleurs salaires c'est donc difficile à conseiller.",0.0,"En informatique, honnêtement il y a tellement de possibilités avec de meilleurs salaires c'est donc difficile à conseiller.",0
15903377,,,,,,,"salaire pas attractif
aucune perspective de promotion
manque de respect des étudiants
",-1.0,"salaire pas attractif
aucune perspective de promotion
manque de respect des étudiants
",-1
15903383,,,,,,,"La charge administrative est important et non comptabilisée
L enseignement (pas la gestion des activités pédagogique)  n'est pas valoriser dans la carrière. Il y a des pays qui demande des actions concrètes de pédagogie pour pouvoir passer prof.",-3.0,"La charge administrative est important et non comptabilisée
L enseignement (pas la gestion des activités pédagogique)  n'est pas valoriser dans la carrière. Il y a des pays qui demande des actions concrètes de pédagogie pour pouvoir passer prof.",-3
15903420,,,,,,,Un métier créatif qui peut se réaliser avec beaucoup d'autonomie et peu de contraintes externes (relativement à d'autres jobs à même niveau de diplôme).,-1.0,Un métier créatif qui peut se réaliser avec beaucoup d'autonomie et peu de contraintes externes (relativement à d'autres jobs à même niveau de diplôme).,-1
15903423,,,,,,,"La liberté de travailler sur les problèmes que l'on choisit soi-même, le contact permanent avec des personnes instruites et la satisfaction d'aider des jeunes gens dans leur future carrière, etc, etc. Le métier idéal.",1.0,"La liberté de travailler sur les problèmes que l'on choisit soi-même, le contact permanent avec des personnes instruites et la satisfaction d'aider des jeunes gens dans leur future carrière, etc, etc. Le métier idéal.",1
15904444,,,,,,,"L'incertitude sur la pérennisation d'un poste est telle que le niveau d'engagement d'un.e jeune diplômé.e (post-doc à l'étranger, éventuellement plusieurs post-docs) doit être tel que le confort personnel (possibilité de s'installer durablement dans une ville, dans une vie personnel) paraît complexe. Le taux de pression dans les concours MCF est tel que certains très bons profils sont laissés de côté, de sorte que la seule qualité scientifique/pédagogique ne suffit pas. Cela rend l'entrée dans la carrière MCF/PR sujette à beaucoup d'aléas qui ne seront pas aussi prégnants en démarrant dans l'industrie. Par contre, il faut reconnaître que le métier reste attractif par la liberté (encore ?) laissée sur le choix des thématiques de recherche et/ou les personnes avec lesquelles on veut collaborer. ",3.0,"L'incertitude sur la pérennisation d'un poste est telle que le niveau d'engagement d'un.e jeune diplômé.e (post-doc à l'étranger, éventuellement plusieurs post-docs) doit être tel que le confort personnel (possibilité de s'installer durablement dans une ville, dans une vie personnel) paraît complexe. Le taux de pression dans les concours MCF est tel que certains très bons profils sont laissés de côté, de sorte que la seule qualité scientifique/pédagogique ne suffit pas. Cela rend l'entrée dans la carrière MCF/PR sujette à beaucoup d'aléas qui ne seront pas aussi prégnants en démarrant dans l'industrie. Par contre, il faut reconnaître que le métier reste attractif par la liberté (encore ?) laissée sur le choix des thématiques de recherche et/ou les personnes avec lesquelles on veut collaborer. ",3
15904821,,,,,,,"Un beau métier très dégradé depuis de trop longues années ... Je le conseille encore mais en mettant ""carte sur table"" sur les avantages/inconvénients",0.0,"Un beau métier très dégradé depuis de trop longues années ... Je le conseille encore mais en mettant ""carte sur table"" sur les avantages/inconvénients",0
15906238,,,,,,,"Je ne suis plus candidat à la RIPEC suite aux attributions 2022 effectuées de manière arbitraire, une procédure opaque, sans aucun compte-rendu, avec des avis locaux en flagrante contradiction avec d'autres avis nationaux. D'autres adjectifs me viennent, je vous en fais grâce.

PS : je n'ai pas su répondre oui/non aux questions de la page précédente sur une échelle 0-5",1.0,"Je ne suis plus candidat à la RIPEC suite aux attributions 2022 effectuées de manière arbitraire, une procédure opaque, sans aucun compte-rendu, avec des avis locaux en flagrante contradiction avec d'autres avis nationaux. D'autres adjectifs me viennent, je vous en fais grâce.

PS : je n'ai pas su répondre oui/non aux questions de la page précédente sur une échelle 0-5",1
15907544,,,,,,,Je n'ai pas demandé la RIPEC3,0.0,Je n'ai pas demandé la RIPEC3,0
15915153,,,,,,,"Il y a beaucoup de bons côtés dans ce métier (l'enseignement, la liberté dans la conduite de sa recherche, cela reste un travail gratifiant). Mais dans un domaine évoluant très rapidement, le temps disponible pour la veille scientifique et la mise à jour de ses compétences est trop restreint et trop morcelé. Il faudrait que cela soit davantage reconnu et encouragé (financement de formations par exemple, comme cela se fait dans le privé). Je trouve également que les dossiers de demande de primes sont trop chronophages, et donc je ne les dépose pas car il y a toujours d'autres choses urgentes (et surtout plus intéressantes) à faire. Personnellement, l'argent ne m'intéresse pas, je préférerais avoir plus de temps à consacrer à la recherche et un meilleur soutien administratif. Cet argent pourrait être consacré à des recrutements, qui rendraient notre quotidien plus facile.",-3.0,"Il y a beaucoup de bons côtés dans ce métier (l'enseignement, la liberté dans la conduite de sa recherche, cela reste un travail gratifiant). Mais dans un domaine évoluant très rapidement, le temps disponible pour la veille scientifique et la mise à jour de ses compétences est trop restreint et trop morcelé. Il faudrait que cela soit davantage reconnu et encouragé (financement de formations par exemple, comme cela se fait dans le privé). Je trouve également que les dossiers de demande de primes sont trop chronophages, et donc je ne les dépose pas car il y a toujours d'autres choses urgentes (et surtout plus intéressantes) à faire. Personnellement, l'argent ne m'intéresse pas, je préférerais avoir plus de temps à consacrer à la recherche et un meilleur soutien administratif. Cet argent pourrait être consacré à des recrutements, qui rendraient notre quotidien plus facile.",-3
15924183,,,,,,,"Trop peu rémunéré pour le temps passé.
Trop peu de temps finalement pour le coeur de métier enseignant-chercheur.
Trop de tâches administratives / pédagogiques.",-5.0,"Trop peu rémunéré pour le temps passé.
Trop peu de temps finalement pour le coeur de métier enseignant-chercheur.
Trop de tâches administratives / pédagogiques.",-5
15924419,,,,,,,"Pour l'aspect RIPEC notre établissement a une politique anti prime, ce qui veut dire que même des collègues évalués avec AAA par le CNU n'ont pas cette prime. C'est peut être le retour 1er année mais faut juste que l'établissement change un peu sa politique.",-1.0,"Pour l'aspect RIPEC notre établissement a une politique anti prime, ce qui veut dire que même des collègues évalués avec AAA par le CNU n'ont pas cette prime. C'est peut être le retour 1er année mais faut juste que l'établissement change un peu sa politique.",-1
15924606,,,,,,,"La sous-dotation et le manque d'attractivité d'une petite université comme Limoges expliquent en partie mes réponses. Il est par exemple difficile de refuser d'assumer certaines charges administratives, ce qui handicape les jeunes E/C en début de carrière et limite leur accès aux grands réseaux de recherche.",0.0,"La sous-dotation et le manque d'attractivité d'une petite université comme Limoges expliquent en partie mes réponses. Il est par exemple difficile de refuser d'assumer certaines charges administratives, ce qui handicape les jeunes E/C en début de carrière et limite leur accès aux grands réseaux de recherche.",0
15926339,,,,,,,"Au delà des charges administratives, c'est l'environnement de travail qui s'est globalement dégradé : manque récurent d'enseignants (en particulier dans cette période post-covid et la baisse du niveau des étudiants associée), de nombreuses tâches annexes non sont maintenant allouées (notamment pour alléger le travail des équipes techniques et administratives), manque de bourses de thèse (hors projet de recherche), etc

La recherche de financement est aussi devenu un problème : nous consacrons un temps trop important à monter des projets qui, pour être acceptés, ont nécessairement déjà été partiellement réalisés (sinon il n'est pas possible de rédiger un projet suffisamment détaillé pour être accepté). Ce temps passé (avec les taux d'acceptation que l'on connait) ainsi que le temps d'évaluation de ces projets et donc l'argent que cela coute pourrait être mieux utilisé. 

Je ne découragerais pas un ou une jeune chercheuse d'intégrer la recherche académique mais je pense en revanche qu'il est important qu'il ou elle connaisse les conditions réelles d'exercice car la part d'enseignement/d'admistration/tâches annexes est bien plus importante que ce qu'ils ou elles peuvent imaginer.",-2.0,"Au delà des charges administratives, c'est l'environnement de travail qui s'est globalement dégradé : manque récurent d'enseignants (en particulier dans cette période post-covid et la baisse du niveau des étudiants associée), de nombreuses tâches annexes non sont maintenant allouées (notamment pour alléger le travail des équipes techniques et administratives), manque de bourses de thèse (hors projet de recherche), etc

La recherche de financement est aussi devenu un problème : nous consacrons un temps trop important à monter des projets qui, pour être acceptés, ont nécessairement déjà été partiellement réalisés (sinon il n'est pas possible de rédiger un projet suffisamment détaillé pour être accepté). Ce temps passé (avec les taux d'acceptation que l'on connait) ainsi que le temps d'évaluation de ces projets et donc l'argent que cela coute pourrait être mieux utilisé. 

Je ne découragerais pas un ou une jeune chercheuse d'intégrer la recherche académique mais je pense en revanche qu'il est important qu'il ou elle connaisse les conditions réelles d'exercice car la part d'enseignement/d'admistration/tâches annexes est bien plus importante que ce qu'ils ou elles peuvent imaginer.",-2
15926997,,,,,,,"Je suis toujours très heureuse de faire ce métier, mais sur la longueur, j'entrevois que cela peut être épuisant. Les charges d'enseignement et administratives sont très conséquentes si on veut les mener à bien, et encore, je me sens privilégiée à l'INSA. Pour que la recherche n'en pâtisse pas, il faut un rythme très soutenu que je ne pense pas arriver à tenir sur la longueur. Les délégations et CRCT me paraissent être de bonnes solutions temporaires, mais peu viables sur le long terme. Je commence déjà à être frustrée de ne pas réussir à faire autant de recherche que je le souhaiterai. 

Le manque de reconnaissance salariale, surtout en début de carrière, est un très gros frein au recrutement de bons candidats qui préfèrent partir dans l'industrie.",2.0,"Je suis toujours très heureuse de faire ce métier, mais sur la longueur, j'entrevois que cela peut être épuisant. Les charges d'enseignement et administratives sont très conséquentes si on veut les mener à bien, et encore, je me sens privilégiée à l'INSA. Pour que la recherche n'en pâtisse pas, il faut un rythme très soutenu que je ne pense pas arriver à tenir sur la longueur. Les délégations et CRCT me paraissent être de bonnes solutions temporaires, mais peu viables sur le long terme. Je commence déjà à être frustrée de ne pas réussir à faire autant de recherche que je le souhaiterai. 

Le manque de reconnaissance salariale, surtout en début de carrière, est un très gros frein au recrutement de bons candidats qui préfèrent partir dans l'industrie.",2
15927775,,,,,,,"C'est un enfer !  J'ai fait 8 années d'études, partis a l'étranger plus de 2 ans dans le cadre des études et du doctorat. Pour finalement faire plus d""heures que tout mes amis (arrêter avant en terme d'étude), être moins payé, et surtout devoir lutter et me donner à 200% encore pour avoir ne serais que la chance d'avoir un CDI.
Honnêtement, plus je pense à la thèse, plus je me dit que ca a été la plus grosse erreur de ma vie. Je me suis bouché des voies. Ou alors il faudrait travailler a l'étranger. Je ne voit pas une seule raison qui me ferais conseiller ce métier a un amis.  ",0.0,"C'est un enfer !  J'ai fait 8 années d'études, partis a l'étranger plus de 2 ans dans le cadre des études et du doctorat. Pour finalement faire plus d""heures que tout mes amis (arrêter avant en terme d'étude), être moins payé, et surtout devoir lutter et me donner à 200% encore pour avoir ne serais que la chance d'avoir un CDI.
Honnêtement, plus je pense à la thèse, plus je me dit que ca a été la plus grosse erreur de ma vie. Je me suis bouché des voies. Ou alors il faudrait travailler a l'étranger. Je ne voit pas une seule raison qui me ferais conseiller ce métier a un amis.  ",0
15927798,,,,,,,"Il manque la possibilité sur la partie administrative de parler du passé. J'ai été vp cevu (appelé cfvu aujourd'hui) puis directeur de site d'iut, puis chef de département (2 fois). Tout de suite je n'ai plus de responsabilités mais il est indéniable que tout cela a un impact sur mon exercice du métier et ma vision de ce dernier.",1.0,"Il manque la possibilité sur la partie administrative de parler du passé. J'ai été vp cevu (appelé cfvu aujourd'hui) puis directeur de site d'iut, puis chef de département (2 fois). Tout de suite je n'ai plus de responsabilités mais il est indéniable que tout cela a un impact sur mon exercice du métier et ma vision de ce dernier.",1
15931752,,,,,,,"De plus en plus au fil des années, le système occasionne des charges croissantes en administration pour le financement de la recherche ; incite à faire ""cavalier seul""  plutôt que de travailler en équipe ; incite à faire de la recherche à 100% et à de désintéresser des autres tâches.  Heureusement un certain nombre de collègues, y compris des jeunes, ont une vraie conscience professionnelle et travaillent sur tous les aspects de leur métier, parfois au détriment de leur avancement rapide.

Le ratio enseignement/recherche/administration devrait pouvoir changer au fil des années, plus facilement qu'il ne le fait : il est bien plus facile de passer d'une dominante recherche à une dominante administration ou enseignement que l'inverse.  

",4.0,"De plus en plus au fil des années, le système occasionne des charges croissantes en administration pour le financement de la recherche ; incite à faire ""cavalier seul""  plutôt que de travailler en équipe ; incite à faire de la recherche à 100% et à de désintéresser des autres tâches.  Heureusement un certain nombre de collègues, y compris des jeunes, ont une vraie conscience professionnelle et travaillent sur tous les aspects de leur métier, parfois au détriment de leur avancement rapide.

Le ratio enseignement/recherche/administration devrait pouvoir changer au fil des années, plus facilement qu'il ne le fait : il est bien plus facile de passer d'une dominante recherche à une dominante administration ou enseignement que l'inverse.  

",4
15935298,,,,,,,"La recherche basée uniquement sur des appels à projets nuit à l'implication dans des thèmes qui ne sont pas porteurs ou valorisables à court-terme. 
Le monde de la recherche en informatique à bien changé. D'ailleurs nous n'avons presque plus aucun candidat d'origine française en thèse en raison de la faible considération du métier et de la faible rémunération.
Enfin l'évaluation basée uniquement sur le ranking et non sur la valeur scientifique réelle des articles est très discutable.",3.0,"La recherche basée uniquement sur des appels à projets nuit à l'implication dans des thèmes qui ne sont pas porteurs ou valorisables à court-terme. 
Le monde de la recherche en informatique à bien changé. D'ailleurs nous n'avons presque plus aucun candidat d'origine française en thèse en raison de la faible considération du métier et de la faible rémunération.
Enfin l'évaluation basée uniquement sur le ranking et non sur la valeur scientifique réelle des articles est très discutable.",3
15936508,,,,,,,"Je suis en poste depuis peu de temps (4 ans), mais les conditions se sont dégradées depuis ma prise de poste et semble continuer à se dégrader. Il est attendu de nous de prendre en charge de plus en plus de tâches administratives, d'encadrement et d'évaluation d'étudiants de façon complètement bénévole puisque ces tâches ne sont pas ou très peu prises en compte dans le service.",-4.0,"Je suis en poste depuis peu de temps (4 ans), mais les conditions se sont dégradées depuis ma prise de poste et semble continuer à se dégrader. Il est attendu de nous de prendre en charge de plus en plus de tâches administratives, d'encadrement et d'évaluation d'étudiants de façon complètement bénévole puisque ces tâches ne sont pas ou très peu prises en compte dans le service.",-4
15936806,,,,,,,"1) Le repyramidage PR produit un biais : on nous dit que puisqu'il existe cette procédure, ce n'est pas la peine de flêcher des concours PR standard pour de la promotion PR locale. Sauf, que cette procédure n'est pas activée tous les ans, selon les sections.
2) Les comités de sélection sont biaisés. Les conflits d'intérêt y sont légion.
3) On trouve insultant de se faire doubler sur des postes PR par des MC à HdR récente qui brillent plus par la comm et le copinage que par une réelle expertise.
4) Nos seuils d'acceptabilité de cette situation (certains ""élus"" sont promus, d'autres peuvent toujours sur-travailler en vain) sont dépassés.",-1.0,"1) Le repyramidage PR produit un biais : on nous dit que puisqu'il existe cette procédure, ce n'est pas la peine de flêcher des concours PR standard pour de la promotion PR locale. Sauf, que cette procédure n'est pas activée tous les ans, selon les sections.
2) Les comités de sélection sont biaisés. Les conflits d'intérêt y sont légion.
3) On trouve insultant de se faire doubler sur des postes PR par des MC à HdR récente qui brillent plus par la comm et le copinage que par une réelle expertise.
4) Nos seuils d'acceptabilité de cette situation (certains ""élus"" sont promus, d'autres peuvent toujours sur-travailler en vain) sont dépassés.",-1
15937183,,,,,,,Reste à créer les postes de mcf qui nous manquent et non des postes contractuels ou non statutaire.,0.0,Reste à créer les postes de mcf qui nous manquent et non des postes contractuels ou non statutaire.,0
15937191,,,,,,,"La répartition enseignement/recherche/administration dépend des objectifs et des périodes de la vie
Pour le conseiller à un docteur, cela dépend du profil de l'étudiant et de ses objectifs de vie",0.0,"La répartition enseignement/recherche/administration dépend des objectifs et des périodes de la vie
Pour le conseiller à un docteur, cela dépend du profil de l'étudiant et de ses objectifs de vie",0
15937265,,,,,,,"J'aime toujours ce métier pour la variété qu'il offre mais les conditions d'exercice se durcissent et la liberté disparait petit à petit remplacée par des contraintes. Contraintes qui ne se portent que sur ceux qui font des actions, ceux qui ne font rien ne sont pas inquiétés et finalement ont la belle vie ...
Je suis franc avec les futurs docteurs ou même candidats de thèse, sur les points positifs et négatifs d'une carrière académique.",2.0,"J'aime toujours ce métier pour la variété qu'il offre mais les conditions d'exercice se durcissent et la liberté disparait petit à petit remplacée par des contraintes. Contraintes qui ne se portent que sur ceux qui font des actions, ceux qui ne font rien ne sont pas inquiétés et finalement ont la belle vie ...
Je suis franc avec les futurs docteurs ou même candidats de thèse, sur les points positifs et négatifs d'une carrière académique.",2
15937432,,,,,,,ratio change dans le temps (au départ beaucoup de recherche et peu d'administratif). Métier toujours intéressant car très varié et beaucoup d'autonomie. Plus difficile pour les jeunes qui sont dans de moins bonnes conditions que nous n'en avions,0.0,ratio change dans le temps (au départ beaucoup de recherche et peu d'administratif). Métier toujours intéressant car très varié et beaucoup d'autonomie. Plus difficile pour les jeunes qui sont dans de moins bonnes conditions que nous n'en avions,0
15938229,,,,,,,"Le système d’enseignement supérieur et de la recherche publique ne donnent pas envie de continuer dans ce métier. Les perspectives sont sombres, les contraintes du métier sont nombreuses (e.g. mobilité avant/entre les postes qui a un impact négatif sur la vie familiale, surtout celle des femmes). J’ai l’impression de passer ma vie à rédiger des projets ou des dossiers pour chaque prime/avancement/délégation/mutation. La recherche devient une toute petite partie d’activité pour un enseignant chercheur qui ne néglige pas ses obligations pédagogiques (les collègues font le stricte minimum, qui ne tiennent pas compte des étudiants et/ou refusent des responsabilités, on les connaît tous hein). Donc la carrière académique c’est un parcours de combattant afin d’obtenir un “holy grail”, le poste,  qui en réalité ne répond pas à la fiche. Alors, il est difficile de conseiller ce métier au doctorants (mais ils font la même conclusion tout seuls). ",-2.0,"Le système d’enseignement supérieur et de la recherche publique ne donnent pas envie de continuer dans ce métier. Les perspectives sont sombres, les contraintes du métier sont nombreuses (e.g. mobilité avant/entre les postes qui a un impact négatif sur la vie familiale, surtout celle des femmes). J’ai l’impression de passer ma vie à rédiger des projets ou des dossiers pour chaque prime/avancement/délégation/mutation. La recherche devient une toute petite partie d’activité pour un enseignant chercheur qui ne néglige pas ses obligations pédagogiques (les collègues font le stricte minimum, qui ne tiennent pas compte des étudiants et/ou refusent des responsabilités, on les connaît tous hein). Donc la carrière académique c’est un parcours de combattant afin d’obtenir un “holy grail”, le poste,  qui en réalité ne répond pas à la fiche. Alors, il est difficile de conseiller ce métier au doctorants (mais ils font la même conclusion tout seuls). ",-2
15939307,,,,,,,De nombreuses tâches (administratives) freinent l'investissement conséquent en matière d'enseignement et de recherche.,0.0,De nombreuses tâches (administratives) freinent l'investissement conséquent en matière d'enseignement et de recherche.,0
15939937,,,,,,,"Aucune reconnaissance de l'investissement en enseignement, aussi bien en local qu'au CNU. Salaire très inférieure au marché actuel et sans réel avantage.",0.0,"Aucune reconnaissance de l'investissement en enseignement, aussi bien en local qu'au CNU. Salaire très inférieure au marché actuel et sans réel avantage.",0
15941390,,,,,,,"Je pense que c'est un metier qui laisse (encore) de la liberté et du choix des activités. Mais la lourdeur administrative commence à peser. Parfois j'ai l'impression que l'administration qui ne cesse pas d'être créée nous produit plus de problèmes additionnels plutôt que de résoudre les problèmes existants. Exemple : nous avons dû nous battre pour garder des créneaux de 2h pour les cours de master. L'administration voulait les remplacer par des créneaux de 1h20, pour que ca soit pareil qu'en licence, à cause des emplois du temps qui devenaient plus compliqués. Le compromis final a été de laisser faire l'emploi du temps en master par un EC... Il y a un certains nombre de taches qui devraient être assurées (bien) par l'administration, mais  ce n'est pas le cas.",-3.0,"Je pense que c'est un metier qui laisse (encore) de la liberté et du choix des activités. Mais la lourdeur administrative commence à peser. Parfois j'ai l'impression que l'administration qui ne cesse pas d'être créée nous produit plus de problèmes additionnels plutôt que de résoudre les problèmes existants. Exemple : nous avons dû nous battre pour garder des créneaux de 2h pour les cours de master. L'administration voulait les remplacer par des créneaux de 1h20, pour que ca soit pareil qu'en licence, à cause des emplois du temps qui devenaient plus compliqués. Le compromis final a été de laisser faire l'emploi du temps en master par un EC... Il y a un certains nombre de taches qui devraient être assurées (bien) par l'administration, mais  ce n'est pas le cas.",-3
15941476,,,,,,,"Conditions de travail dégradées (salles d'enseignement et amphis mal équipés). 
Heures complémentaires d'enseignement difficiles à éviter. 
Pas assez de moyens pour faire de la recherche correctement.",0.0,"Conditions de travail dégradées (salles d'enseignement et amphis mal équipés). 
Heures complémentaires d'enseignement difficiles à éviter. 
Pas assez de moyens pour faire de la recherche correctement.",0
15942013,,,,,,,"pression gigantesque de tous bords
aucune reconnaissance de la société",-1.0,"pression gigantesque de tous bords
aucune reconnaissance de la société",-1
15942243,,,,,,,"Malgré les revalorisations, les salaires restent peu attractifs, et les fonctionnaires se raréfient au profit des CDD. La recherche est guidée par le court terme et les besoins des entreprises, qui sont financées par des fonds publics, et le manque de personnel conduit à des taux d'encadrement désastreux alors que l'on nous demande de plus en plus de choses. Nous sommes devenus des personnes à tout faire.
Difficile de dire à un jeune qu'il va d'épanouir...",0.0,"Malgré les revalorisations, les salaires restent peu attractifs, et les fonctionnaires se raréfient au profit des CDD. La recherche est guidée par le court terme et les besoins des entreprises, qui sont financées par des fonds publics, et le manque de personnel conduit à des taux d'encadrement désastreux alors que l'on nous demande de plus en plus de choses. Nous sommes devenus des personnes à tout faire.
Difficile de dire à un jeune qu'il va d'épanouir...",0
15942735,,,,,,,"Le salaire et les contraintes me semblent être un frein pour attirer les jeunes. L'enseignement de plus en plus généraliste et basé sur des compétences demande un investissement important pas toujours reconnu mais reste passionnant.
Je suis particulièrement inquiet sur la difficulté à trouver des doctorants.",1.0,"Le salaire et les contraintes me semblent être un frein pour attirer les jeunes. L'enseignement de plus en plus généraliste et basé sur des compétences demande un investissement important pas toujours reconnu mais reste passionnant.
Je suis particulièrement inquiet sur la difficulté à trouver des doctorants.",1
15943285,,,,,,,Ce métier rend précaire à la longue...et décourage /démotive tout investissement perso ...payé au lance pierres si on passe bcp de temps à faire de la recherche! ,-1.0,Ce métier rend précaire à la longue...et décourage /démotive tout investissement perso ...payé au lance pierres si on passe bcp de temps à faire de la recherche! ,-1
15944002,,,,,,,"Vous oubliez : utilisation de logiciel de gestion (OSE, Apogee, ADE, etc.) plus stupides et chronophages les uns que les autres ; Dégradation du niveau de vie (salaires, primes) ; Déconsidération du travail par l'admin et la société française en général ; étudiants de plus en plus consommateurs ; instances universitaires (CSVU, etc.) parasitées par des incompétents qui changent maquettes, etc. sans se rendre compte de la surcharge de travail qui cela implique. Méfiance croissante lors de vos remboursements de missions ;  Une organisation des universités qui devient une armée mexicaine. 

Et surtout, je vois un nombre de plus en plus croissant de collègues qui ne font plus de recherche. ",0.0,"Vous oubliez : utilisation de logiciel de gestion (OSE, Apogee, ADE, etc.) plus stupides et chronophages les uns que les autres ; Dégradation du niveau de vie (salaires, primes) ; Déconsidération du travail par l'admin et la société française en général ; étudiants de plus en plus consommateurs ; instances universitaires (CSVU, etc.) parasitées par des incompétents qui changent maquettes, etc. sans se rendre compte de la surcharge de travail qui cela implique. Méfiance croissante lors de vos remboursements de missions ;  Une organisation des universités qui devient une armée mexicaine. 

Et surtout, je vois un nombre de plus en plus croissant de collègues qui ne font plus de recherche. ",0
